date,close
2023-10-01,27992.57
2023-10-02,27494.51
2023-10-03,27426.46
2023-10-04,27778.57
2023-10-05,27410.39
2023-10-06,27931.09
2023-10-07,27956.67
2023-10-08,27917.05
2023-10-09,27590.12
2023-10-10,27390.12
2023-10-11,26875.52
2023-10-12,26759.63
2023-10-13,26862.0
2023-10-14,26852.48
2023-10-15,27154.15
2023-10-16,28500.78
2023-10-17,28395.91
2023-10-18,28320.0
2023-10-19,28713.71
2023-10-20,29669.04
2023-10-21,29909.8
2023-10-22,29992.46
2023-10-23,33069.99
2023-10-24,33922.73
2023-10-25,34496.05
2023-10-26,34151.66
2023-10-27,33892.02
2023-10-28,34081.0
2023-10-29,34525.89
2023-10-30,34474.73
2023-10-31,34639.77
2023-11-01,35421.43
2023-11-02,34941.59
2023-11-03,34716.78
2023-11-04,35062.07
2023-11-05,35011.88
2023-11-06,35046.09
2023-11-07,35399.12
2023-11-08,35624.72
2023-11-09,36701.09
2023-11-10,37301.63
2023-11-11,37130.0
2023-11-12,37064.13
2023-11-13,36462.93
2023-11-14,35551.19
2023-11-15,37858.2
2023-11-16,36163.51
2023-11-17,36613.92
2023-11-18,36568.1
2023-11-19,37359.86
2023-11-20,37448.78
2023-11-21,35741.65
2023-11-22,37408.34
2023-11-23,37294.28
2023-11-24,37713.57
2023-11-25,37780.67
2023-11-26,37447.43
2023-11-27,37242.7
2023-11-28,37818.87
2023-11-29,37854.64
2023-11-30,37723.96
2023-12-01,38682.52
2023-12-02,39450.35
2023-12-03,39972.26
2023-12-04,41991.1
2023-12-05,44073.32
2023-12-06,43762.69
2023-12-07,43273.14
2023-12-08,44170.99
2023-12-09,43713.6
2023-12-10,43789.51
2023-12-11,41253.4
2023-12-12,41492.39
2023-12-13,42869.03
2023-12-14,43022.26
2023-12-15,41940.3
2023-12-16,42278.03
2023-12-17,41374.65
2023-12-18,42657.8
2023-12-19,42275.99
2023-12-20,43668.93
2023-12-21,43861.8
2023-12-22,43969.04
2023-12-23,43702.16
2023-12-24,42991.5
2023-12-25,43576.13
2023-12-26,42508.93
2023-12-27,43428.85
2023-12-28,42563.76
2023-12-29,42066.95
2023-12-30,42140.28
2023-12-31,42283.58
