date,close
2025-01-01,94591.79
2025-01-02,96984.79
2025-01-03,98174.18
2025-01-04,98220.5
2025-01-05,98363.61
2025-01-06,102235.6
2025-01-07,96954.61
2025-01-08,95060.61
2025-01-09,92552.49
2025-01-10,94726.11
2025-01-11,94599.99
2025-01-12,94545.06
2025-01-13,94536.1
2025-01-14,96560.86
2025-01-15,100497.35
2025-01-16,99987.3
2025-01-17,104077.48
2025-01-18,104556.23
2025-01-19,101331.57
2025-01-20,102260.01
2025-01-21,106143.82
2025-01-22,103706.66
2025-01-23,103910.34
2025-01-24,104870.5
2025-01-25,104746.85
2025-01-26,102620.0
2025-01-27,102082.83
2025-01-28,101335.52
2025-01-29,103733.24
2025-01-30,104722.94
2025-01-31,102429.56
2025-02-01,100635.65
2025-02-02,97700.59
2025-02-03,101328.52
2025-02-04,97763.13
2025-02-05,96612.43
2025-02-06,96554.35
2025-02-07,96506.8
2025-02-08,96444.74
2025-02-09,96462.75
2025-02-10,97430.82
2025-02-11,95778.2
2025-02-12,97869.99
2025-02-13,96608.14
2025-02-14,97500.48
2025-02-15,97569.66
2025-02-16,96118.12
2025-02-17,95780.0
2025-02-18,95671.74
2025-02-19,96644.37
2025-02-20,98305.0
2025-02-21,96181.98
2025-02-22,96551.01
2025-02-23,96258.0
2025-02-24,91552.88
2025-02-25,88680.4
2025-02-26,84250.09
2025-02-27,84708.58
2025-02-28,84349.94
2025-03-01,86064.53
2025-03-02,94270.0
2025-03-03,86220.61
2025-03-04,87281.98
2025-03-05,90606.01
2025-03-06,89931.89
2025-03-07,86801.75
2025-03-08,86222.45
2025-03-09,80734.37
2025-03-10,78595.86
2025-03-11,82932.99
2025-03-12,83680.12
2025-03-13,81115.78
2025-03-14,83983.2
2025-03-15,84338.44
2025-03-16,82574.53
2025-03-17,84010.03
2025-03-18,82715.03
2025-03-19,86845.94
2025-03-20,84223.39
2025-03-21,84088.79
2025-03-22,83840.59
2025-03-23,86082.5
2025-03-24,87498.16
2025-03-25,87392.87
2025-03-26,86909.17
2025-03-27,87232.01
2025-03-28,84424.38
2025-03-29,82648.54
2025-03-30,82389.99
2025-03-31,82550.01
2025-04-01,85158.34
2025-04-02,82516.29
2025-04-03,83213.09
2025-04-04,83889.87
2025-04-05,83537.99
2025-04-06,78430.0
2025-04-07,79163.24
2025-04-08,76322.42
2025-04-09,82615.22
2025-04-10,79607.3
2025-04-11,83423.84
2025-04-12,85276.9
2025-04-13,83760.0
2025-04-14,84591.58
2025-04-15,83643.99
2025-04-16,84030.38
2025-04-17,84947.91
2025-04-18,84474.69
2025-04-19,85077.01
2025-04-20,85179.24
2025-04-21,87516.23
2025-04-22,93442.99
2025-04-23,93691.08
2025-04-24,93980.47
2025-04-25,94638.68
2025-04-26,94628.0
2025-04-27,93749.3
2025-04-28,95011.18
2025-04-29,94256.82
2025-04-30,94172.0
2025-05-01,96489.91
2025-05-02,96887.14
2025-05-03,95856.42
2025-05-04,94277.62
2025-05-05,94733.68
2025-05-06,96834.02
2025-05-07,97030.5
2025-05-08,103261.6
2025-05-09,102971.99
2025-05-10,104809.53
2025-05-11,104118.0
2025-05-12,102791.32
2025-05-13,104103.72
2025-05-14,103507.82
2025-05-15,103763.71
2025-05-16,103463.9
2025-05-17,103126.65
2025-05-18,106454.26
2025-05-19,105573.74
2025-05-20,106849.99
2025-05-21,109643.99
2025-05-22,111696.21
2025-05-23,107318.3
2025-05-24,107761.91
2025-05-25,109004.19
2025-05-26,109434.79
2025-05-27,108938.17
2025-05-28,107781.78
2025-05-29,105589.75
2025-05-30,103985.48
2025-05-31,104591.88
2025-06-01,105642.93
2025-06-02,105857.99
2025-06-03,105376.89
2025-06-04,104696.86
2025-06-05,101508.68
2025-06-06,104288.44
2025-06-07,105552.15
2025-06-08,105734.0
2025-06-09,110263.02
2025-06-10,110274.39
2025-06-11,108645.12
2025-06-12,105671.73
2025-06-13,106066.59
2025-06-14,105414.64
2025-06-15,105594.01
2025-06-16,106794.53
2025-06-17,104551.17
2025-06-18,104886.78
2025-06-19,104658.59
2025-06-20,103297.99
2025-06-21,102120.01
2025-06-22,100963.87
2025-06-23,105333.93
2025-06-24,106083.0
2025-06-25,107340.58
2025-06-26,106947.06
2025-06-27,107047.59
2025-06-28,107296.79
2025-06-29,108356.93
2025-06-30,107146.5
2025-07-01,105681.14
2025-07-02,108849.6
2025-07-03,109584.78
2025-07-04,107984.24
2025-07-05,108198.12
2025-07-06,109203.84
2025-07-07,108262.94
2025-07-08,108922.98
2025-07-09,111233.99
2025-07-10,116010.0
2025-07-11,117527.66
2025-07-12,117420.0
2025-07-13,119086.64
2025-07-14,119841.18
2025-07-15,117758.09
2025-07-16,118630.43
2025-07-17,119177.56
2025-07-18,117924.84
2025-07-19,117840.0
2025-07-20,117265.12
2025-07-21,117380.36
2025-07-22,119954.42
2025-07-23,118755.99
2025-07-24,118340.99
2025-07-25,117614.31
2025-07-26,117578.63
